Time,Insertion Ratio,Deletion Ratio,Debug Ratio,Navigation Ratio,Focus Ratio,remove ratio,# of inserts,# of deletions,# of debugs,# of navigations,# of focus,# of removes,insertion time ratio,deletion time ratio,debug time ratio,navigation time ratio,focus time ratio,mean insertion time,mean deletion time,mean debug time,mean navigation time,mean focus time,mean compilation error time,mean content asisst time,mean time between events,total insertion time,total deletion time,total debug time,total navigation time,total focus time,total compilation error time,total content asisst time,total time between events
9/23/13 1:41 PM,100,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1297.75,0,0,0,0,1581.222222,0,52.63265306,5191,0,0,0,0,71155,0,2579
9/23/13 1:41 PM,100,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2570.25,0,0,0,0,3008.363636,0,101.4081633,10281,0,0,0,0,132368,0,4969
9/23/13 1:41 PM,0,100,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2179.5,0,0,0,1446.674419,0,54.83673469,0,4359,0,0,0,62207,0,2687
9/23/13 1:41 PM,100,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,5554.333333,0,0,0,0,5568.536585,0,166.4489796,33326,0,0,0,0,228310,0,8156
9/23/13 1:41 PM,60,40,0,0,0,0,3,2,0,0,0,0,0.188369365,0.811630635,0,0,0,374.6666667,2421.5,0,0,0,1189.452381,0,54.83673469,1124,4843,0,0,0,49957,0,2687
9/23/13 1:41 PM,100,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1734,0,0,0,0,860.2857143,0,54.51020408,5202,0,0,0,0,36132,0,2671
9/23/13 1:41 PM,100,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,5154.428571,0,0,0,0,1227.146341,0,134.5714286,36081,0,0,0,0,50313,0,6594
9/23/13 1:41 PM,100,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2031,0,0,0,0,2202.622222,0,296.877551,4062,0,0,0,0,99118,0,14547
9/23/13 1:42 PM,77.77777778,22.22222222,0,0,0,0,7,2,0,0,0,0,0.589926517,0.410073483,0,0,0,13384,32562.5,0,0,0,9032.55,0,677.9387755,93688,65125,0,0,0,361302,0,33219
9/23/13 1:42 PM,100,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2607.285714,0,0,0,0,3401.341463,0,103.6326531,18251,0,0,0,0,139455,0,5078
9/23/13 1:43 PM,33.33333333,66.66666667,0,0,0,0,1,2,0,0,0,0,0.330434783,0.669565217,0,0,0,28500,28875,0,0,0,14301.13333,0,600.122449,28500,57750,0,0,0,643551,0,29406
9/23/13 1:43 PM,100,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2198,0,0,0,0,1847.673913,0,75.57142857,6594,0,0,0,0,84993,0,3703
9/23/13 1:45 PM,37.5,25,0,0,37.5,0,3,2,0,0,3,0,0.532682301,0.015131218,0,0,0.452186481,72239,3078,0,0,91984,3978.15,0,2312.489796,216717,6156,0,0,183968,159126,0,113312
9/23/13 1:47 PM,78.57142857,0,0,0,21.42857143,0,11,0,0,0,3,0,0.951154934,0,0,0,0.048845066,77171.09091,0,0,0,14531,105507.1429,0,2175.367347,848882,0,0,0,43593,3692750,0,106593
9/23/13 1:47 PM,100,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,36317.33333,0,0,0,0,24630.60465,0,774.8571429,217904,0,0,0,0,1059116,0,37968
9/23/13 1:47 PM,60,0,0,0,40,0,3,0,0,0,2,0,0.512802511,0,0,0,0.487197489,12417,0,0,0,17695.5,12166.29268,16828,385.5306122,37251,0,0,0,35391,498818,0,18891
9/23/13 1:51 PM,36.36363636,9.090909091,0,0,54.54545455,0,8,2,0,0,12,0,0.377570386,0.002054189,0,0,0.620375424,162851.2857,3101,0,0,156086.25,2587.607143,0,4561.44898,1139959,6202,0,0,1873035,72453,0,223511
9/23/13 1:52 PM,71.42857143,0,0,0,28.57142857,0,5,0,0,0,2,0,0.765722176,0,0,0,0.234277824,28834.8,0,0,0,22055.5,3147.292683,0,755.4285714,144174,0,0,0,44111,129039,0,37016
9/23/13 1:52 PM,71.42857143,0,0,0,28.57142857,0,5,0,0,0,2,0,0.56387218,0,0,0,0.43612782,5999.6,0,0,0,11601,1128.4,0,376.5714286,29998,0,0,0,23202,45136,0,18452
9/23/13 1:53 PM,50,20,0,10,20,0,5,2,0,1,2,0,0.509409792,0.168722865,0,0.06233074,0.259536603,11850.4,9812.5,0,7250,15094,12155.7027,0,557.1020408,59252,19625,0,7250,30188,449761,0,27298
9/23/13 1:53 PM,40,40,0,20,0,0,2,2,0,1,0,0,0.340720132,0.656927407,0,0.002352461,0,15859.5,30578,0,219,0,18389.13953,0,640.6122449,31719,61156,0,219,0,790733,0,31390
9/23/13 1:53 PM,100,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,3865.8,0,0,0,0,2372.454545,0,110.0204082,19329,0,0,0,0,104388,0,5391
9/23/13 1:54 PM,33.33333333,66.66666667,0,0,0,0,1,2,0,0,0,0,0.499611285,0.500388715,0,0,0,19922,19953,0,0,0,1378.956522,0,407.2040816,19922,19953,0,0,0,63432,0,19953
9/23/13 1:54 PM,0,100,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2476.5,0,0,0,1217.851064,0,59.30612245,0,4953,0,0,0,57239,0,2906
9/23/13 1:54 PM,66.66666667,33.33333333,0,0,0,0,4,2,0,0,0,0,0.408117398,0.591882602,0,0,0,1543.5,4477,0,0,0,2136.488372,0,103.6326531,6174,8954,0,0,0,91869,0,5078
9/23/13 1:54 PM,0,100,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2218.666667,0,0,0,1710.466667,0,68.87755102,0,6656,0,0,0,76971,0,3375
9/23/13 1:54 PM,100,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2468.5,0,0,0,0,1460.340426,0,61.20408163,4937,0,0,0,0,68636,0,2999
9/23/13 1:54 PM,50,50,0,0,0,0,2,2,0,0,0,0,0.766934558,0.233065442,0,0,0,2672,812,0,0,0,1038.863636,0,65.69387755,5344,1624,0,0,0,45710,0,3219
9/23/13 1:54 PM,75,25,0,0,0,0,3,1,0,0,0,0,0.677262871,0.322737129,0,0,0,10098.66667,14437,0,0,0,5932.930233,0,310.5918367,30296,14437,0,0,0,255116,0,15219
9/23/13 1:54 PM,66.66666667,33.33333333,0,0,0,0,2,1,0,0,0,0,0.644903117,0.355096883,0,0,0,1531,843,0,0,0,1543.222222,0,58.67346939,1531,843,0,0,0,69445,0,2875
9/23/13 1:55 PM,100,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,16414.72727,0,0,0,0,22034.81081,0,475.122449,180562,0,0,0,0,815288,0,23281
9/23/13 1:56 PM,32.14285714,21.42857143,25,0,21.42857143,0,9,6,7,0,6,0,0.197168481,0.119361154,0.407795838,0,0.275674527,22480.77778,20414,59780.71429,0,56577.4,13966.47619,0,1356.816327,202327,122484,418465,0,282887,293296,0,66484
9/23/13 1:57 PM,51.35135135,5.405405405,16.21621622,5.405405405,21.62162162,0,19,2,6,2,8,0,0.408686765,0.070610561,0.244040687,0.022129521,0.254532466,34537,56687.5,78368.2,17766,51085.875,49986,0,1609.040816,656203,113375,391841,35532,408687,449874,0,78843
9/23/13 1:58 PM,24.32432432,24.32432432,32.43243243,2.702702703,16.21621622,0,9,9,12,1,6,0,0.300321345,0.298389777,0.219873911,0.012045438,0.169369529,26708.11111,26536.33333,14665.33333,9641,22593.5,28281,0,953.755102,240373,238827,175984,9641,135561,339372,0,46734
9/23/13 1:59 PM,31.42857143,28.57142857,22.85714286,0,17.14285714,0,11,10,8,0,6,0,0.415638129,0.388750193,0.053015044,0,0.142596634,40425.90909,41591.8,8102.857143,0,25427,36890.46154,0,1089.285714,444685,415918,56720,0,152562,479576,0,53375
9/23/13 2:00 PM,23.80952381,16.66666667,45.23809524,0,14.28571429,0,10,7,19,0,6,0,0.291201899,0.212415318,0.327448052,0,0.168934731,28427,26660.42857,15141.47368,0,24737,19138.42857,0,1053.244898,255843,186623,287688,0,148422,133969,0,51609
9/23/13 2:01 PM,23.33333333,0,53.33333333,0,23.33333333,0,7,0,16,0,7,0,0.495762633,0,0.336493404,0,0.167743963,41910.28571,0,12445.1875,0,16544,43129.61111,8953,1151.44898,293372,0,199123,0,99264,776333,0,56421
9/23/13 2:03 PM,68.75,25,0,0,6.25,0,11,4,0,0,1,0,0.712555091,0.28733515,0,0,1.10E-04,64920.18182,71991.75,0,0,110,64742.06452,0,1559.306122,714122,287967,0,0,110,2007004,0,76406
9/23/13 2:03 PM,75,25,0,0,0,0,12,4,0,0,0,0,0.636600713,0.363399287,0,0,0,15268,23968,0,0,0,7959.433333,0,572.6938776,167948,95872,0,0,0,238783,0,28062
9/23/13 2:04 PM,100,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,18352.66667,0,0,0,0,16680.78378,0,594.0612245,220232,0,0,0,0,617189,0,29109
9/23/13 2:04 PM,75,0,16.66666667,0,8.333333333,0,18,0,4,0,2,0,0.631317228,0,0.261640652,0,0.10704212,9599.388889,0,23870,0,14648.5,11007.24,0,487.877551,172789,0,71610,0,29297,275181,0,23906
9/23/13 2:05 PM,51.72413793,3.448275862,24.13793103,13.79310345,6.896551724,0,15,1,7,4,2,0,0.641664892,0.040703354,0.107142186,0.182603073,0.027886494,27325,26000,11406.5,29160.25,8906.5,26487.16667,9890.5,942.2857143,409875,26000,68439,116641,17813,476769,0,46172
9/23/13 2:06 PM,33.33333333,0,51.28205128,0,15.38461538,0,13,0,20,0,6,0,0.431962112,0,0.423712918,0,0.14432497,42551.92308,0,27130.55,0,30804,29837.88889,0,1211.714286,553175,0,542611,0,184824,268541,0,59374
9/23/13 2:12 PM,11.62790698,4.651162791,41.86046512,4.651162791,37.20930233,0,5,2,18,2,16,0,0.051767033,0.00673785,0.126825526,0.036454553,0.778215038,31165.4,10141,21209.16667,54867,146409.4375,19434.4,0,7356.408163,155827,20282,381765,109734,2342551,97172,0,360464
9/23/13 2:14 PM,68.18181818,13.63636364,0,0,18.18181818,0,15,3,0,0,4,0,0.682242929,0.143896944,0,0,0.173860127,89652.13333,94546,0,0,85674.75,96286.15385,2532,2509.22449,1344782,283638,0,0,342699,2503440,0,122952
9/23/13 2:15 PM,80,10,0,0,10,0,16,2,0,0,2,0,0.859891056,0.043269575,0,0,0.096839369,32292.1875,12999.5,0,0,29093.5,35311.34615,0,998.3673469,516675,25999,0,0,58187,918095,0,48920
9/23/13 2:15 PM,66.66666667,33.33333333,0,0,0,0,6,3,0,0,0,0,0.943122912,0.056877088,0,0,0,28855.6,2900.333333,0,0,0,5427.243902,0,897.9387755,144278,8701,0,0,0,222517,0,43999
9/23/13 2:16 PM,80,20,0,0,0,0,8,2,0,0,0,0,0.730615612,0.269384388,0,0,0,13948,20571,0,0,0,10266.60526,0,534.4693878,111584,41142,0,0,0,390131,0,26189
9/23/13 2:16 PM,50,50,0,0,0,0,4,4,0,0,0,0,0.2527946,0.7472054,0,0,0,2640.25,7804,0,0,0,5200,0,204.7142857,10561,31216,0,0,0,208000,0,10031
9/23/13 2:16 PM,83.33333333,16.66666667,0,0,0,0,10,2,0,0,0,0,0.717557891,0.282442109,0,0,0,5140.8,10117.5,0,0,0,5085.25,0,220.3469388,51408,20235,0,0,0,183069,0,10797
9/23/13 2:17 PM,53.84615385,30.76923077,0,0,15.38461538,0,7,4,0,0,2,0,0.621998211,0.13177453,0,0,0.246227259,14896.85714,5523,0,0,20640,10617.41667,0,483.4081633,104278,22092,0,0,41280,382227,0,23687
9/23/13 2:18 PM,38.46153846,15.38461538,0,0,46.15384615,0,5,2,0,0,6,0,0.400525811,0.171947698,0,0,0.427526491,39031,83781,0,0,34718.5,33106.64865,0,1709.816327,195155,83781,0,0,208311,1224946,0,83781
9/23/13 2:20 PM,38.70967742,6.451612903,29.03225806,0,25.80645161,0,12,2,9,0,8,0,0.484390411,0.046070987,0.266851917,0,0.202686684,85576.08333,48835.5,62858.77778,0,53712.25,46553.25,0,2618.265306,1026913,97671,565729,0,429698,744852,0,128295
9/23/13 2:23 PM,72,20,0,8,0,0,18,5,0,2,0,0,0.799092648,0.138363998,0,0.062543355,0,110653.3333,68975.2,0,77945.5,0,101628.913,0,3333.244898,1991760,344876,0,155891,0,2337465,0,163329
9/23/13 2:25 PM,13.33333333,8.888888889,55.55555556,2.222222222,20,0,6,4,25,1,9,0,0.215173431,0.143415441,0.473652007,0.018927234,0.148831886,133048.8333,133017.75,70289.92,70220,69020.75,92027.33333,0,2901.183673,798293,532071,1757248,70220,552166,276082,0,142158
9/23/13 2:27 PM,55.88235294,0,20.58823529,2.941176471,20.58823529,0,19,0,7,1,7,0,0.616519495,0,0.222412047,0.023043226,0.138025233,71376.47368,0,81539.66667,50688,43373.28571,61318.1875,0,2370.877551,1356153,0,489238,50688,303613,981091,0,116173
9/23/13 2:39 PM,34.14634146,7.317073171,9.756097561,0,48.7804878,0,14,3,4,0,20,0,0.527374132,0.061355199,0.004141468,0,0.407129201,514180.2857,418741.5,14132.5,0,277860.55,531223.6667,0,14162.30612,7198524,837483,56530,0,5557211,3187342,0,693953
9/23/13 2:40 PM,4.255319149,4.255319149,87.23404255,0,4.255319149,0,2,2,41,0,2,0,0.016735686,0.003490722,0.932603462,0,0.04717013,28766,3000,39097.5122,0,40539,14515.66667,0,970.9795918,28766,6000,1602998,0,81078,43547,0,47578
9/23/13 2:41 PM,25.58139535,11.62790698,58.13953488,0,4.651162791,0,11,5,25,0,2,0,0.548477831,0.225548122,0.152704575,0,0.073269472,48465.54545,54808.25,5937.16,0,35609,59524.6,0,1504.142857,533121,219233,148429,0,71218,297623,0,73703
9/23/13 2:41 PM,2.083333333,10.41666667,87.5,0,0,0,1,5,42,0,0,0,0.002521138,3.81E-04,0.997098119,0,0,735,22.2,7089.97561,0,0,4524,0,204.0816327,735,111,290689,0,0,9048,0,10000
9/23/13 2:42 PM,2.222222222,0,88.88888889,0,8.888888889,0,1,0,40,0,4,0,0.027162003,0,0.868864396,0,0.103973601,46219,0,36961.6,0,44230.5,0,0,1579.081633,46219,0,1478464,0,176922,0,0,77375
9/23/13 2:46 PM,20,5,42.5,5,27.5,0,8,2,17,2,11,0,0.207255503,0.07737075,0.409879203,0.006499385,0.298995159,104941,156702.5,103768.375,13163.5,110103.3636,155881.2857,0,4096.285714,839528,313405,1660294,26327,1211137,1091169,0,200718
