@relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute insertPercentage numeric
@attribute deletePercentage numeric
@attribute debugPercentage numeric
@attribute searchPercentage numeric
@attribute focusPercentage numeric
@attribute removePercentage numeric
@attribute webLinkTimes numeric
@attribute stuck {YES,NO}

@data
0,0,81.818182,0,9.090909,0,0,YES
0,0,76.744186,0,0,0,0,YES
0,0,76.190476,0,4.761905,0,0,NO
0,0,61.111111,0,11.111111,0,0,NO
0,0,37.209302,0,0,0,0,NO
0,0,50,6.25,6.25,0,4,NO
0,0,52.941176,0,17.647059,0,0,NO
0,0,59.459459,0,5.405405,0,8,YES
0,0,42.857143,2.857143,28.571429,0,0,NO
0,0,45,7.5,5,0,0,NO
0,0,46.511628,6.976744,0,0,0,NO
0,0,24.444444,4.444444,4.444444,0,0,NO
0,0,60.97561,4.878049,0,0,0,NO
0,0,68.888889,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,71.73913,0,0,0,0,NO
0,0,46.666667,0,0,0,0,NO
0,0,37.837838,5.405405,0,0,0,NO
0,0,46.341463,0,9.756098,0,0,NO
0,0,57.142857,0,0,0,0,NO
0,0,46.666667,0,17.777778,0,0,NO
0,0,48.780488,0,0,0,0,NO
0,0,52.380952,0,0,0,0,NO
0,0,64.285714,0,9.52381,0,0,NO
0,0,55,0,15,0,0,NO
0,0,65.116279,0,4.651163,0,0,NO
0,0,47.368421,7.894737,10.526316,0,0,NO
0,0,50,0,11.111111,0,0,NO
0,0,68.181818,0,0,0,0,NO
0,0,68.292683,0,0,0,0,NO
0,0,72.340426,0,0,0,0,NO
0,0,65.789474,0,0,0,0,NO
0,0,71.794872,0,0,0,0,NO
0,0,58.974359,0,5.128205,0,0,NO
0,0,45.16129,0,0,0,0,NO
0,0,48.275862,0,0,0,0,NO
0,0,65.789474,0,7.894737,0,8,NO
0,0,46.875,12.5,15.625,0,0,NO
0,0,51.351351,0,16.216216,0,0,NO
0,0,55,0,10,0,5,NO
0,0,58.536585,0,19.512195,0,0,NO
0,0,47.222222,0,5.555556,0,0,NO
0,0,59.090909,0,0,0,0,NO
0,0,57.142857,0,5.714286,0,0,NO
0,0,65.116279,0,0,0,0,NO
0,0,57.894737,0,15.789474,0,0,NO
0,0,60.97561,0,4.878049,0,0,NO
0,0,62.5,0,0,0,3,NO
0,0,66.666667,0,11.111111,0,0,NO
0,0,65.853659,0,14.634146,0,0,NO
0,0,47.619048,0,4.761905,0,0,NO
0,0,34.210526,0,0,0,0,NO
0,0,42.857143,0,0,0,0,NO
0,0,63.157895,0,0,0,0,NO
0,0,67.5,2.5,10,0,0,NO
0,0,31.578947,2.631579,5.263158,0,0,NO
0,0,57.5,0,5,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,2.631579,65.789474,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,5.405405,0,16,NO
0,0,6.976744,6.976744,69.767442,0,0,NO
0,0,56.097561,0,9.756098,0,0,NO
0,0,52.631579,0,15.789474,0,0,NO
0,0,29.268293,0,9.756098,0,0,NO
0,0,54.545455,0,4.545455,0,0,NO
0,0,48.780488,0,19.512195,0,3,NO
0,0,53.658537,2.439024,19.512195,0,0,NO
0,0,60,0,0,0,0,NO
0,0,40.540541,0,0,0,0,NO
0,0,38.709677,0,0,0,0,NO
0,0,40.909091,0,0,0,0,NO
0,0,46.808511,0,0,0,0,NO
0,0,43.589744,12.820513,5.128205,0,0,NO
0,0,48.780488,0,0,0,0,NO
0,0,40.47619,0,0,0,0,NO
0,0,64.444444,0,0,0,0,NO
0,0,54.545455,0,0,0,0,NO
0,0,56.818182,0,0,0,0,NO
0,0,27.027027,0,0,0,0,NO
0,0,37.5,0,0,0,3,YES
0,0,58.536585,0,14.634146,0,0,NO
0,0,67.5,0,10,0,2,NO
0,0,56.756757,0,5.405405,0,0,NO
0,0,65.909091,0,9.090909,0,0,NO
0,0,48.648649,0,5.405405,0,0,NO
0,0,60.526316,0,0,0,0,NO
0,0,69.047619,2.380952,0,0,0,NO
0,0,50,0,0,0,0,NO
0,0,42.105263,5.263158,0,0,0,NO
0,0,51.219512,4.878049,0,0,0,NO
0,0,48.571429,0,5.714286,0,7,YES
0,0,50,2.631579,26.315789,0,0,NO
0,0,41.37931,10.344828,27.586207,0,0,NO
0,0,17.142857,11.428571,5.714286,0,0,NO
0,0,52.631579,2.631579,5.263158,0,0,NO
0,0,32.352941,5.882353,0,0,0,NO
0,0,41.463415,0,4.878049,0,12,YES
0,0,50,0,21.052632,0,0,NO
0,0,71.428571,2.380952,9.52381,0,0,NO
0,0,60.526316,5.263158,5.263158,0,0,NO
0,0,80.952381,0,0,0,0,YES
0,0,88.095238,0,0,0,0,YES
0,0,82.222222,0,4.444444,0,0,YES
0,0,81.818182,0,9.090909,0,0,YES
0,0,76.744186,0,0,0,0,YES
0,0,76.190476,0,4.761905,0,0,NO
0,0,61.111111,0,11.111111,0,0,NO
0,0,37.209302,0,0,0,0,NO
0,0,50,6.25,6.25,0,4,NO
0,0,52.941176,0,17.647059,0,0,NO
0,0,59.459459,0,5.405405,0,8,YES
0,0,42.857143,2.857143,28.571429,0,0,NO
0,0,45,7.5,5,0,0,NO
0,0,46.511628,6.976744,0,0,0,NO
0,0,24.444444,4.444444,4.444444,0,0,NO
0,0,60.97561,4.878049,0,0,0,NO
0,0,68.888889,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,71.73913,0,0,0,0,NO
0,0,46.666667,0,0,0,0,NO
0,0,37.837838,5.405405,0,0,0,NO
0,0,46.341463,0,9.756098,0,0,NO
0,0,57.142857,0,0,0,0,NO
0,0,46.666667,0,17.777778,0,0,NO
0,0,48.780488,0,0,0,0,NO
0,0,52.380952,0,0,0,0,NO
0,0,64.285714,0,9.52381,0,0,NO
0,0,55,0,15,0,0,NO
0,0,65.116279,0,4.651163,0,0,NO
0,0,47.368421,7.894737,10.526316,0,0,NO
0,0,50,0,11.111111,0,0,NO
0,0,68.181818,0,0,0,0,NO
0,0,68.292683,0,0,0,0,NO
0,0,72.340426,0,0,0,0,NO
0,0,65.789474,0,0,0,0,NO
0,0,71.794872,0,0,0,0,NO
0,0,58.974359,0,5.128205,0,0,NO
0,0,45.16129,0,0,0,0,NO
0,0,48.275862,0,0,0,0,NO
0,0,65.789474,0,7.894737,0,8,NO
0,0,46.875,12.5,15.625,0,0,NO
0,0,51.351351,0,16.216216,0,0,NO
0,0,55,0,10,0,5,NO
0,0,58.536585,0,19.512195,0,0,NO
0,0,47.222222,0,5.555556,0,0,NO
0,0,59.090909,0,0,0,0,NO
0,0,57.142857,0,5.714286,0,0,NO
0,0,65.116279,0,0,0,0,NO
0,0,57.894737,0,15.789474,0,0,NO
0,0,60.97561,0,4.878049,0,0,NO
0,0,62.5,0,0,0,3,NO
0,0,66.666667,0,11.111111,0,0,NO
0,0,65.853659,0,14.634146,0,0,NO
0,0,47.619048,0,4.761905,0,0,NO
0,0,34.210526,0,0,0,0,NO
0,0,42.857143,0,0,0,0,NO
0,0,63.157895,0,0,0,0,NO
0,0,67.5,2.5,10,0,0,NO
0,0,31.578947,2.631579,5.263158,0,0,NO
0,0,57.5,0,5,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,3.703704,22.222222,0,0,NO
0,0,0,5,70,0,8,YES
0,0,8.571429,2.857143,62.857143,0,3,NO
0,0,17.5,5,15,0,0,NO
0,0,23.684211,0,21.052632,0,3,NO
0,0,36.842105,5.263158,15.789474,0,0,NO
0,0,34.285714,2.857143,5.714286,0,0,NO
0,0,53.333333,0,13.333333,0,0,NO
0,0,38.461538,0,30.769231,0,0,NO
0,0,47.619048,7.142857,14.285714,0,0,NO
0,0,60,0,10,0,0,NO
0,0,60.526316,0,0,0,0,NO
0,0,43.902439,0,0,0,0,NO
0,0,45.454545,0,0,0,0,NO
0,0,47.5,0,7.5,0,0,NO
0,0,55,5,7.5,0,0,NO
0,0,65.909091,0,0,0,0,NO
0,0,60.97561,0,0,0,0,NO
0,0,39.534884,2.325581,23.255814,0,0,NO
0,0,50,0,9.52381,0,0,NO
0,0,47.222222,5.555556,5.555556,0,0,YES
0,0,30.232558,9.302326,37.209302,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,2.631579,65.789474,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,5.405405,0,16,NO
0,0,6.976744,6.976744,69.767442,0,0,NO
0,0,56.097561,0,9.756098,0,0,NO
0,0,52.631579,0,15.789474,0,0,NO
0,0,29.268293,0,9.756098,0,0,NO
0,0,54.545455,0,4.545455,0,0,NO
0,0,48.780488,0,19.512195,0,3,NO
0,0,53.658537,2.439024,19.512195,0,0,NO
0,0,60,0,0,0,0,NO
0,0,40.540541,0,0,0,0,NO
0,0,38.709677,0,0,0,0,NO
0,0,40.909091,0,0,0,0,NO
0,0,46.808511,0,0,0,0,NO
0,0,43.589744,12.820513,5.128205,0,0,NO
0,0,48.780488,0,0,0,0,NO
0,0,40.47619,0,0,0,0,NO
0,0,64.444444,0,0,0,0,NO
0,0,54.545455,0,0,0,0,NO
0,0,56.818182,0,0,0,0,NO
0,0,27.027027,0,0,0,0,NO
0,0,37.5,0,0,0,3,YES
0,0,58.536585,0,14.634146,0,0,NO
0,0,67.5,0,10,0,2,NO
0,0,56.756757,0,5.405405,0,0,NO
0,0,65.909091,0,9.090909,0,0,NO
0,0,48.648649,0,5.405405,0,0,NO
0,0,60.526316,0,0,0,0,NO
0,0,69.047619,2.380952,0,0,0,NO
0,0,50,0,0,0,0,NO
0,0,42.105263,5.263158,0,0,0,NO
0,0,51.219512,4.878049,0,0,0,NO
0,0,48.571429,0,5.714286,0,7,YES
0,0,50,2.631579,26.315789,0,0,NO
0,0,41.37931,10.344828,27.586207,0,0,NO
0,0,17.142857,11.428571,5.714286,0,0,NO
0,0,52.631579,2.631579,5.263158,0,0,NO
0,0,32.352941,5.882353,0,0,0,NO
0,0,41.463415,0,4.878049,0,12,YES
0,0,50,0,21.052632,0,0,NO
0,0,71.428571,2.380952,9.52381,0,0,NO
0,0,60.526316,5.263158,5.263158,0,0,NO
0,0,80.952381,0,0,0,0,YES
0,0,88.095238,0,0,0,0,YES
0,0,82.222222,0,4.444444,0,0,YES
0,0,81.818182,0,9.090909,0,0,YES
0,0,76.744186,0,0,0,0,YES
0,0,76.190476,0,4.761905,0,0,NO
0,0,61.111111,0,11.111111,0,0,NO
0,0,37.209302,0,0,0,0,NO
0,0,50,6.25,6.25,0,4,NO
0,0,52.941176,0,17.647059,0,0,NO
0,0,59.459459,0,5.405405,0,8,YES
0,0,42.857143,2.857143,28.571429,0,0,NO
0,0,45,7.5,5,0,0,NO
0,0,46.511628,6.976744,0,0,0,NO
0,0,24.444444,4.444444,4.444444,0,0,NO
0,0,60.97561,4.878049,0,0,0,NO
0,0,68.888889,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,71.73913,0,0,0,0,NO
0,0,46.666667,0,0,0,0,NO
0,0,37.837838,5.405405,0,0,0,NO
0,0,46.341463,0,9.756098,0,0,NO
0,0,57.142857,0,0,0,0,NO
0,0,46.666667,0,17.777778,0,0,NO
0,0,48.780488,0,0,0,0,NO
0,0,52.380952,0,0,0,0,NO
0,0,64.285714,0,9.52381,0,0,NO
0,0,55,0,15,0,0,NO
0,0,65.116279,0,4.651163,0,0,NO
0,0,47.368421,7.894737,10.526316,0,0,NO
0,0,50,0,11.111111,0,0,NO
0,0,68.181818,0,0,0,0,NO
0,0,68.292683,0,0,0,0,NO
0,0,72.340426,0,0,0,0,NO
0,0,65.789474,0,0,0,0,NO
0,0,71.794872,0,0,0,0,NO
0,0,58.974359,0,5.128205,0,0,NO
0,0,45.16129,0,0,0,0,NO
0,0,48.275862,0,0,0,0,NO
0,0,65.789474,0,7.894737,0,8,NO
0,0,46.875,12.5,15.625,0,0,NO
0,0,51.351351,0,16.216216,0,0,NO
0,0,55,0,10,0,5,NO
0,0,58.536585,0,19.512195,0,0,NO
0,0,47.222222,0,5.555556,0,0,NO
0,0,59.090909,0,0,0,0,NO
0,0,57.142857,0,5.714286,0,0,NO
0,0,65.116279,0,0,0,0,NO
0,0,57.894737,0,15.789474,0,0,NO
0,0,60.97561,0,4.878049,0,0,NO
0,0,62.5,0,0,0,3,NO
0,0,66.666667,0,11.111111,0,0,NO
0,0,65.853659,0,14.634146,0,0,NO
0,0,47.619048,0,4.761905,0,0,NO
0,0,34.210526,0,0,0,0,NO
0,0,42.857143,0,0,0,0,NO
0,0,63.157895,0,0,0,0,NO
0,0,67.5,2.5,10,0,0,NO
0,0,31.578947,2.631579,5.263158,0,0,NO
0,0,57.5,0,5,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,3.703704,22.222222,0,0,NO
0,0,0,5,70,0,8,YES
0,0,8.571429,2.857143,62.857143,0,3,NO
0,0,17.5,5,15,0,0,NO
0,0,23.684211,0,21.052632,0,3,NO
0,0,36.842105,5.263158,15.789474,0,0,NO
0,0,34.285714,2.857143,5.714286,0,0,NO
0,0,53.333333,0,13.333333,0,0,NO
0,0,38.461538,0,30.769231,0,0,NO
0,0,47.619048,7.142857,14.285714,0,0,NO
0,0,60,0,10,0,0,NO
0,0,60.526316,0,0,0,0,NO
0,0,43.902439,0,0,0,0,NO
0,0,45.454545,0,0,0,0,NO
0,0,47.5,0,7.5,0,0,NO
0,0,55,5,7.5,0,0,NO
0,0,65.909091,0,0,0,0,NO
0,0,60.97561,0,0,0,0,NO
0,0,39.534884,2.325581,23.255814,0,0,NO
0,0,50,0,9.52381,0,0,NO
0,0,47.222222,5.555556,5.555556,0,0,YES
0,0,30.232558,9.302326,37.209302,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,2.857143,57.142857,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,77.777778,0,7,YES
0,0,30.769231,7.692308,46.153846,0,0,NO
0,0,51.162791,0,13.953488,0,0,NO
0,0,72.916667,0,2.083333,0,0,NO
0,0,74.358974,0,7.692308,0,23,YES
0,0,35,7.5,35,0,0,NO
0,0,62.790698,2.325581,4.651163,0,0,NO
0,0,52,0,4,0,0,NO
0,0,85.416667,0,0,0,0,NO
0,0,79.591837,0,0,0,0,NO
0,0,86,0,0,0,0,NO
0,0,81.25,0,0,0,0,NO
0,0,89.583333,0,0,0,0,NO
0,0,83.333333,0,0,0,0,NO
0,0,85.714286,0,0,0,0,NO
0,0,85.714286,0,0,0,0,NO
0,0,81.25,0,0,0,0,NO
0,0,79.166667,0,0,0,0,NO
0,0,60.97561,2.439024,0,0,0,NO
0,0,72.916667,0,0,0,0,NO
0,0,62.5,0,0,0,0,NO
0,0,93.75,0,0,0,0,NO
0,0,87.755102,0,0,0,0,NO
0,0,89.361702,0,0,0,0,NO
0,0,91.666667,0,0,0,0,NO
0,0,79.591837,0,0,0,0,NO
0,0,87.755102,0,0,0,0,NO
0,0,69.230769,7.692308,0,0,0,NO
0,0,56.818182,0,0,0,0,NO
0,0,70.212766,0,0,0,0,NO
0,0,65.957447,0,0,0,0,NO
0,0,73.913043,0,0,0,0,NO
0,0,85.106383,0,0,0,0,NO
0,0,69.767442,0,0,0,0,NO
0,0,73.913043,0,0,0,0,NO
0,0,64.285714,0,0,0,0,NO
0,0,56.097561,0,0,0,0,NO
0,0,80.851064,0,0,0,0,NO
0,0,72.916667,0,0,0,0,NO
0,0,73.913043,0,0,0,0,NO
0,0,67.44186,0,0,0,0,NO
0,0,55.555556,0,0,0,0,NO
0,0,50,0,0,0,0,NO
0,0,52.272727,4.545455,0,0,0,NO
0,0,51.219512,0,0,0,0,NO
0,0,47.619048,2.380952,0,0,0,NO
0,0,70.212766,0,0,0,0,NO
0,0,45.454545,2.272727,0,0,0,NO
0,0,34.090909,0,0,0,0,NO
0,0,43.902439,0,0,0,0,NO
0,0,42.105263,0,0,0,0,NO
0,0,54.761905,0,0,0,0,NO
0,0,66.666667,0,0,0,0,NO
0,0,72.340426,0,0,0,0,NO
0,0,43.902439,0,0,0,0,NO
0,0,34.090909,0,0,0,0,NO
0,0,66.666667,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,73.913043,0,0,0,0,NO
0,0,75.510204,0,0,0,0,NO
0,0,81.25,0,0,0,0,NO
0,0,78.571429,0,0,0,0,NO
0,0,25.641026,0,0,0,0,NO
0,0,34.146341,2.439024,39.02439,0,0,NO
0,0,72.340426,0,0,0,0,NO
0,0,63.636364,0,9.090909,0,1,YES
0,0,34.210526,5.263158,47.368421,0,0,NO
0,0,71.111111,0,0,0,0,NO
0,0,80,0,0,0,0,NO
0,0,83.333333,0,0,0,0,NO
0,0,80,0,0,0,0,NO
0,0,91.666667,0,0,0,0,NO
0,0,77.5,5,0,0,0,NO
0,0,50,4.761905,4.761905,0,0,NO
0,0,63.636364,0,4.545455,0,0,NO
0,0,65.957447,0,0,0,0,NO
0,0,28.947368,0,0,0,10,NO
0,0,29.72973,5.405405,16.216216,0,0,NO
0,0,63.157895,0,0,0,0,NO
0,0,66.666667,0,0,0,0,NO
0,0,54.761905,9.52381,9.52381,0,0,NO
0,0,60.869565,0,8.695652,0,0,NO
0,0,60,0,4.444444,0,8,NO
0,0,30.232558,2.325581,13.953488,0,0,NO
0,0,78.723404,0,0,0,0,NO
0,0,69.767442,0,0,0,0,NO
0,0,61.702128,2.12766,0,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,2.631579,65.789474,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,5.405405,0,16,NO
0,0,6.976744,6.976744,69.767442,0,0,NO
0,0,56.097561,0,9.756098,0,0,NO
0,0,52.631579,0,15.789474,0,0,NO
0,0,29.268293,0,9.756098,0,0,NO
0,0,54.545455,0,4.545455,0,0,NO
0,0,48.780488,0,19.512195,0,3,NO
0,0,53.658537,2.439024,19.512195,0,0,NO
0,0,60,0,0,0,0,NO
0,0,40.540541,0,0,0,0,NO
0,0,38.709677,0,0,0,0,NO
0,0,40.909091,0,0,0,0,NO
0,0,46.808511,0,0,0,0,NO
0,0,43.589744,12.820513,5.128205,0,0,NO
0,0,48.780488,0,0,0,0,NO
0,0,40.47619,0,0,0,0,NO
0,0,64.444444,0,0,0,0,NO
0,0,54.545455,0,0,0,0,NO
0,0,56.818182,0,0,0,0,NO
0,0,27.027027,0,0,0,0,NO
0,0,37.5,0,0,0,3,YES
0,0,58.536585,0,14.634146,0,0,NO
0,0,67.5,0,10,0,2,NO
0,0,56.756757,0,5.405405,0,0,NO
0,0,65.909091,0,9.090909,0,0,NO
0,0,48.648649,0,5.405405,0,0,NO
0,0,60.526316,0,0,0,0,NO
0,0,69.047619,2.380952,0,0,0,NO
0,0,50,0,0,0,0,NO
0,0,42.105263,5.263158,0,0,0,NO
0,0,51.219512,4.878049,0,0,0,NO
0,0,48.571429,0,5.714286,0,7,YES
0,0,50,2.631579,26.315789,0,0,NO
0,0,41.37931,10.344828,27.586207,0,0,NO
0,0,17.142857,11.428571,5.714286,0,0,NO
0,0,52.631579,2.631579,5.263158,0,0,NO
0,0,32.352941,5.882353,0,0,0,NO
0,0,41.463415,0,4.878049,0,12,YES
0,0,50,0,21.052632,0,0,NO
0,0,71.428571,2.380952,9.52381,0,0,NO
0,0,60.526316,5.263158,5.263158,0,0,NO
0,0,80.952381,0,0,0,0,YES
0,0,88.095238,0,0,0,0,YES
0,0,82.222222,0,4.444444,0,0,YES
0,0,81.818182,0,9.090909,0,0,YES
0,0,76.744186,0,0,0,0,YES
0,0,76.190476,0,4.761905,0,0,NO
0,0,61.111111,0,11.111111,0,0,NO
0,0,37.209302,0,0,0,0,NO
0,0,50,6.25,6.25,0,4,NO
0,0,52.941176,0,17.647059,0,0,NO
0,0,59.459459,0,5.405405,0,8,YES
0,0,42.857143,2.857143,28.571429,0,0,NO
0,0,45,7.5,5,0,0,NO
0,0,46.511628,6.976744,0,0,0,NO
0,0,24.444444,4.444444,4.444444,0,0,NO
0,0,60.97561,4.878049,0,0,0,NO
0,0,68.888889,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,73.333333,0,0,0,0,NO
0,0,71.73913,0,0,0,0,NO
0,0,46.666667,0,0,0,0,NO
0,0,37.837838,5.405405,0,0,0,NO
0,0,46.341463,0,9.756098,0,0,NO
0,0,57.142857,0,0,0,0,NO
0,0,46.666667,0,17.777778,0,0,NO
0,0,48.780488,0,0,0,0,NO
0,0,52.380952,0,0,0,0,NO
0,0,64.285714,0,9.52381,0,0,NO
0,0,55,0,15,0,0,NO
0,0,65.116279,0,4.651163,0,0,NO
0,0,47.368421,7.894737,10.526316,0,0,NO
0,0,50,0,11.111111,0,0,NO
0,0,68.181818,0,0,0,0,NO
0,0,68.292683,0,0,0,0,NO
0,0,72.340426,0,0,0,0,NO
0,0,65.789474,0,0,0,0,NO
0,0,71.794872,0,0,0,0,NO
0,0,58.974359,0,5.128205,0,0,NO
0,0,45.16129,0,0,0,0,NO
0,0,48.275862,0,0,0,0,NO
0,0,65.789474,0,7.894737,0,8,NO
0,0,46.875,12.5,15.625,0,0,NO
0,0,51.351351,0,16.216216,0,0,NO
0,0,55,0,10,0,5,NO
0,0,58.536585,0,19.512195,0,0,NO
0,0,47.222222,0,5.555556,0,0,NO
0,0,59.090909,0,0,0,0,NO
0,0,57.142857,0,5.714286,0,0,NO
0,0,65.116279,0,0,0,0,NO
0,0,57.894737,0,15.789474,0,0,NO
0,0,60.97561,0,4.878049,0,0,NO
0,0,62.5,0,0,0,3,NO
0,0,66.666667,0,11.111111,0,0,NO
0,0,65.853659,0,14.634146,0,0,NO
0,0,47.619048,0,4.761905,0,0,NO
0,0,34.210526,0,0,0,0,NO
0,0,42.857143,0,0,0,0,NO
0,0,63.157895,0,0,0,0,NO
0,0,67.5,2.5,10,0,0,NO
0,0,31.578947,2.631579,5.263158,0,0,NO
0,0,57.5,0,5,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,3.703704,22.222222,0,0,NO
0,0,0,5,70,0,8,YES
0,0,8.571429,2.857143,62.857143,0,3,NO
0,0,17.5,5,15,0,0,NO
0,0,23.684211,0,21.052632,0,3,NO
0,0,36.842105,5.263158,15.789474,0,0,NO
0,0,34.285714,2.857143,5.714286,0,0,NO
0,0,53.333333,0,13.333333,0,0,NO
0,0,38.461538,0,30.769231,0,0,NO
0,0,47.619048,7.142857,14.285714,0,0,NO
0,0,60,0,10,0,0,NO
0,0,60.526316,0,0,0,0,NO
0,0,43.902439,0,0,0,0,NO
0,0,45.454545,0,0,0,0,NO
0,0,47.5,0,7.5,0,0,NO
0,0,55,5,7.5,0,0,NO
0,0,65.909091,0,0,0,0,NO
0,0,60.97561,0,0,0,0,NO
0,0,39.534884,2.325581,23.255814,0,0,NO
0,0,50,0,9.52381,0,0,NO
0,0,47.222222,5.555556,5.555556,0,0,YES
0,0,30.232558,9.302326,37.209302,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,2.857143,57.142857,0,0,NO
0,0,0,0,0,0,0,NO
0,0,0,0,77.777778,0,7,YES
0,0,30.769231,7.692308,46.153846,0,0,NO
0,0,51.162791,0,13.953488,0,0,NO
0,0,72.916667,0,2.083333,0,0,NO
0,0,74.358974,0,7.692308,0,23,YES
0,0,35,7.5,35,0,0,NO
0,0,62.790698,2.325581,4.651163,0,0,NO
0,0,52,0,4,0,0,NO
0,0,85.416667,0,0,0,0,NO
0,0,79.591837,0,0,0,0,NO
0,0,86,0,0,0,0,NO
0,0,81.25,0,0,0,0,NO
0,0,89.583333,0,0,0,0,NO
0,0,83.333333,0,0,0,0,NO
0,0,85.714286,0,0,0,0,NO
0,0,85.714286,0,0,0,0,NO
0,0,81.25,0,0,0,0,NO
0,0,79.166667,0,0,0,0,NO
0,0,60.97561,2.439024,0,0,0,NO
0,0,72.916667,0,0,0,0,NO
0,0,62.5,0,0,0,0,NO
0,0,93.75,0,0,0,0,NO
0,0,87.755102,0,0,0,0,NO
0,0,89.361702,0,0,0,0,NO
0,0,91.666667,0,0,0,0,NO
0,0,79.591837,0,0,0,0,NO
0,0,87.755102,0,0,0,0,NO
