@Relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@Attribute searchPercentage numeric
@Attribute debugPercentage numeric
@Attribute focusPercentage numeric
@Attribute editPercentage numeric
@Attribute removePercentage numeric
@Attribute stuck {YES,NO}

@data
0.0,78.57142857142857,4.761904761904762,16.666666666666664,0.0,NO
0.0,72.3404255319149,0.0,27.659574468085108,0.0,NO
0.0,90.0,0.0,10.0,0.0,NO
9.523809523809524,78.57142857142857,0.0,11.904761904761903,0.0,NO
0.0,78.26086956521739,0.0,21.73913043478261,0.0,NO
0.0,78.04878048780488,0.0,21.951219512195124,0.0,NO
0.0,70.2127659574468,2.127659574468085,27.659574468085108,0.0,NO
0.0,72.72727272727273,2.272727272727273,25.0,0.0,NO
0.0,74.46808510638297,0.0,25.53191489361702,0.0,NO
0.0,58.82352941176471,5.88235294117647,35.294117647058826,0.0,NO
0.0,31.57894736842105,5.263157894736842,63.1578947368421,0.0,NO
0.0,50.0,20.588235294117645,29.411764705882355,0.0,NO
0.0,51.28205128205128,12.82051282051282,35.8974358974359,0.0,NO
0.0,43.24324324324324,0.0,56.75675675675676,0.0,NO
0.0,24.324324324324326,0.0,75.67567567567568,0.0,NO
0.0,41.30434782608695,0.0,58.69565217391305,0.0,NO
0.0,55.81395348837209,0.0,44.18604651162791,0.0,NO
0.0,38.095238095238095,0.0,61.904761904761905,0.0,NO
0.0,40.54054054054054,5.405405405405405,54.054054054054056,0.0,NO
0.0,64.28571428571429,0.0,35.714285714285715,0.0,NO
3.3333333333333335,43.333333333333336,0.0,53.333333333333336,0.0,NO
2.857142857142857,57.14285714285714,11.428571428571429,28.57142857142857,0.0,NO
2.7777777777777777,33.33333333333333,22.22222222222222,41.66666666666667,0.0,NO
0.0,37.142857142857146,11.428571428571429,51.42857142857142,0.0,NO
0.0,25.925925925925924,14.814814814814813,59.25925925925925,0.0,NO
0.0,18.91891891891892,0.0,81.08108108108108,0.0,NO
0.0,60.97560975609756,0.0,39.02439024390244,0.0,NO
0.0,34.285714285714285,5.714285714285714,60.0,0.0,NO
0.0,57.14285714285714,9.523809523809524,33.33333333333333,0.0,NO
0.0,52.63157894736842,0.0,47.368421052631575,0.0,NO
3.4482758620689653,27.586206896551722,13.793103448275861,55.172413793103445,0.0,NO
2.7777777777777777,50.0,33.33333333333333,13.88888888888889,0.0,NO
2.941176470588235,41.17647058823529,11.76470588235294,44.11764705882353,0.0,NO
0.0,42.10526315789473,0.0,57.89473684210527,0.0,NO
0.0,37.142857142857146,5.714285714285714,57.14285714285714,0.0,NO
0.0,16.216216216216218,5.405405405405405,78.37837837837837,0.0,NO
2.564102564102564,53.84615384615385,5.128205128205128,38.46153846153847,0.0,NO
0.0,51.42857142857142,22.857142857142858,25.71428571428571,0.0,NO
0.0,63.63636363636363,4.545454545454546,31.818181818181817,0.0,NO
0.0,52.94117647058824,17.647058823529413,29.411764705882355,0.0,NO
0.0,55.55555555555556,5.555555555555555,38.88888888888889,0.0,NO
0.0,52.94117647058824,0.0,47.05882352941176,0.0,NO
0.0,40.54054054054054,5.405405405405405,54.054054054054056,0.0,NO
0.0,40.476190476190474,4.761904761904762,54.761904761904766,0.0,NO
0.0,65.85365853658537,9.75609756097561,24.390243902439025,0.0,NO
2.7777777777777777,22.22222222222222,27.77777777777778,47.22222222222222,0.0,NO
0.0,38.88888888888889,16.666666666666664,44.44444444444444,0.0,NO
0.0,52.5,5.0,42.5,0.0,NO
0.0,53.65853658536586,0.0,46.34146341463415,0.0,NO
0.0,60.86956521739131,0.0,39.130434782608695,0.0,NO
0.0,66.66666666666666,0.0,33.33333333333333,0.0,NO
0.0,75.0,4.545454545454546,20.454545454545457,0.0,NO
0.0,58.536585365853654,0.0,41.46341463414634,0.0,NO
0.0,52.5,0.0,47.5,0.0,NO
4.878048780487805,51.21951219512195,4.878048780487805,39.02439024390244,0.0,NO
2.7777777777777777,50.0,11.11111111111111,36.11111111111111,0.0,NO
0.0,54.054054054054056,13.513513513513514,32.432432432432435,0.0,NO
0.0,17.142857142857142,8.571428571428571,74.28571428571429,0.0,NO
0.0,37.83783783783784,16.216216216216218,45.94594594594595,0.0,NO
0.0,54.054054054054056,16.216216216216218,29.72972972972973,0.0,NO
0.0,58.139534883720934,0.0,41.86046511627907,0.0,NO
0.0,65.85365853658537,0.0,34.146341463414636,0.0,NO
0.0,80.85106382978722,0.0,19.148936170212767,0.0,NO
0.0,73.33333333333333,0.0,26.666666666666668,0.0,NO
0.0,75.0,0.0,25.0,0.0,NO
0.0,40.42553191489361,0.0,59.57446808510638,0.0,NO
0.0,35.41666666666667,0.0,64.58333333333334,0.0,NO
0.0,58.97435897435898,5.128205128205128,35.8974358974359,0.0,NO
2.7777777777777777,16.666666666666664,5.555555555555555,75.0,0.0,NO
0.0,56.81818181818182,0.0,43.18181818181818,0.0,NO
11.11111111111111,29.629629629629626,7.4074074074074066,51.85185185185185,0.0,NO
0.0,59.09090909090909,4.545454545454546,36.36363636363637,0.0,NO
0.0,50.0,0.0,50.0,0.0,NO
0.0,48.78048780487805,4.878048780487805,46.34146341463415,0.0,NO
0.0,55.26315789473685,0.0,44.73684210526316,0.0,NO
0.0,52.5,15.0,32.5,0.0,NO
0.0,78.57142857142857,14.285714285714285,7.142857142857142,0.0,NO
0.0,45.94594594594595,0.0,54.054054054054056,0.0,NO
0.0,60.86956521739131,0.0,39.130434782608695,0.0,NO
0.0,40.625,0.0,59.375,0.0,NO
0.0,41.02564102564102,0.0,58.97435897435898,0.0,NO
0.0,63.63636363636363,6.8181818181818175,29.545454545454547,0.0,NO
0.0,36.11111111111111,8.333333333333332,55.55555555555556,0.0,NO
0.0,45.23809523809524,0.0,54.761904761904766,0.0,NO
0.0,48.64864864864865,0.0,51.35135135135135,0.0,NO
0.0,28.26086956521739,0.0,71.73913043478261,0.0,NO
0.0,4.0,0.0,96.0,0.0,NO
0.0,51.42857142857142,0.0,48.57142857142857,0.0,NO
0.0,50.0,0.0,50.0,0.0,NO
0.0,37.2093023255814,0.0,62.7906976744186,0.0,NO
0.0,55.55555555555556,0.0,44.44444444444444,0.0,NO
0.0,42.5,5.0,52.5,0.0,NO
0.0,50.0,4.761904761904762,45.23809523809524,0.0,NO
0.0,40.0,0.0,60.0,0.0,NO
0.0,56.52173913043478,0.0,43.47826086956522,0.0,NO
