@Relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@Attribute currentDate string
@Attribute currentTime numeric
@Attribute timeFromStart numeric
@Attribute percentageIntoTask numeric
@Attribute sourceDifficulty string
@Attribute editOrInsertPercentage numeric
@Attribute debugPercentage numeric
@Attribute navigationPercentage numeric
@Attribute focusPercentage numeric
@Attribute removePercentage numeric
@Attribute stuck {YES,NO}

@data
15.00.18,1379098818563,318685,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.19,1379098819407,319529,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.20,1379098820532,320654,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.20,1379098820782,320904,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.20,1379098820798,320920,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.22,1379098822032,322154,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.22,1379098822048,322170,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.22,1379098822516,322638,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.23,1379098823266,323388,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.23,1379098823266,323388,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.23,1379098823469,323591,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.24,1379098824266,324388,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.36,1379098836688,336810,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.37,1379098837454,337576,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.37,1379098837454,337576,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.37,1379098837672,337794,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.39,1379098839829,339951,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.39,1379098839954,340076,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.39,1379098839954,340076,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.40,1379098840266,340388,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.41,1379098841063,341185,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.42,1379098842469,342591,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.42,1379098842766,342888,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.42,1379098842766,342888,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.43,1379098843282,343404,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.43,1379098843610,343732,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.43,1379098843813,343935,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.44,1379098844032,344154,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.44,1379098844688,344810,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.44,1379098844704,344826,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.47,1379098847938,348060,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.48,1379098848454,348576,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.48,1379098848469,348591,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.48,1379098848782,348904,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.49,1379098849735,349857,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.50,1379098850032,350154,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.50,1379098850032,350154,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.50,1379098850266,350388,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.51,1379098851032,351154,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.52,1379098852063,352185,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.52,1379098852782,352904,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.52,1379098852782,352904,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.00.57,1379098857079,357201,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.01.04,1379098864735,364857,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.01.06,1379098866438,366560,0,prediction,0.0,0.0,0.0,4.545454545454546,0.0,NO
15.01.10,1379098870953,371075,0,prediction,0.0,0.0,0.0,9.090909090909092,0.0,NO
15.01.12,1379098872735,372857,0,prediction,0.0,0.0,0.0,8.695652173913043,0.0,NO
15.01.12,1379098872750,372872,0,prediction,0.0,0.0,0.0,8.695652173913043,0.0,NO
15.01.13,1379098873703,373825,0,prediction,0.0,0.0,0.0,8.695652173913043,0.0,NO
15.01.14,1379098874188,374310,0,prediction,0.0,0.0,0.0,8.695652173913043,0.0,NO
15.01.14,1379098874547,374669,0,prediction,0.0,0.0,0.0,8.695652173913043,0.0,NO
15.01.15,1379098875703,375825,0,prediction,0.0,0.0,0.0,8.333333333333332,0.0,NO
15.01.17,1379098877203,377325,0,prediction,0.0,0.0,0.0,12.0,0.0,NO
15.01.21,1379098881344,381466,0,prediction,0.0,0.0,0.0,16.0,0.0,NO
15.01.21,1379098881985,382107,0,prediction,0.0,0.0,0.0,16.0,0.0,NO
15.01.28,1379098888219,388341,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.01.32,1379098892563,392685,0,prediction,0.0,0.0,0.0,24.0,0.0,NO
15.01.32,1379098892922,393044,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.01.35,1379098895875,395997,0,prediction,0.0,0.0,0.0,29.166666666666668,0.0,NO
15.01.51,1379098911891,412013,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.01.55,1379098915453,415575,0,prediction,0.0,0.0,0.0,37.5,0.0,NO
15.03.11,1379098991484,491606,0,prediction,0.0,0.0,0.0,41.66666666666667,0.0,NO
15.07.51,1379099271263,771385,0,prediction,0.0,0.0,0.0,45.83333333333333,0.0,NO
15.08.03,1379099283060,783182,0,prediction,0.0,0.0,0.0,50.0,0.0,NO
15.08.04,1379099284138,784260,0,prediction,0.0,0.0,0.0,54.166666666666664,0.0,NO
15.08.23,1379099303935,804057,0,prediction,0.0,0.0,0.0,58.333333333333336,0.0,NO
15.10.22,1379099422184,922306,0,prediction,0.0,0.0,0.0,62.5,0.0,NO
15.10.22,1379099422372,922494,0,prediction,0.0,0.0,0.0,66.66666666666666,0.0,NO
15.10.22,1379099422419,922541,0,prediction,0.0,0.0,0.0,70.83333333333334,0.0,NO
15.10.36,1379099436200,936322,0,prediction,0.0,0.0,0.0,70.83333333333334,0.0,NO
15.10.36,1379099436419,936541,0,prediction,0.0,0.0,0.0,70.83333333333334,0.0,NO
15.10.37,1379099437856,937978,0,prediction,0.0,0.0,0.0,75.0,0.0,NO
15.10.37,1379099437872,937994,0,prediction,0.0,0.0,0.0,79.16666666666666,0.0,NO
15.10.53,1379099453497,953619,0,prediction,0.0,0.0,0.0,83.33333333333334,0.0,NO
15.10.55,1379099455278,955400,0,prediction,0.0,0.0,4.166666666666666,83.33333333333334,0.0,NO
15.10.56,1379099456028,956150,0,prediction,0.0,0.0,4.166666666666666,83.33333333333334,0.0,NO
15.11.32,1379099492887,993009,0,prediction,0.0,0.0,4.166666666666666,83.33333333333334,0.0,NO
15.12.02,1379099522887,1023009,0,prediction,0.0,0.0,4.166666666666666,83.33333333333334,0.0,NO
15.12.32,1379099552199,1052321,0,prediction,0.0,0.0,4.166666666666666,83.33333333333334,0.0,NO
15.12.34,1379099554496,1054618,0,prediction,0.0,0.0,8.333333333333332,83.33333333333334,0.0,NO
15.12.35,1379099555480,1055602,0,prediction,0.0,0.0,8.333333333333332,79.16666666666666,0.0,NO
15.12.38,1379099558152,1058274,0,prediction,0.0,0.0,8.333333333333332,79.16666666666666,0.0,NO
15.12.49,1379099569886,1070008,0,prediction,0.0,0.0,8.0,80.0,0.0,NO
15.12.50,1379099570621,1070743,0,prediction,0.0,0.0,8.0,80.0,0.0,NO
15.15.29,1379099729917,1230039,0,prediction,0.0,0.0,8.0,80.0,0.0,NO
15.15.34,1379099734995,1235117,0,prediction,0.0,0.0,8.0,80.0,0.0,NO
15.15.55,1379099755432,1255554,0,prediction,0.0,0.0,8.0,80.0,0.0,NO
15.15.57,1379099757807,1257929,0,prediction,0.0,0.0,12.0,76.0,0.0,NO
15.15.59,1379099759042,1259164,0,prediction,0.0,0.0,12.0,72.0,0.0,NO
15.15.59,1379099759713,1259835,0,prediction,0.0,0.0,12.0,68.0,0.0,NO
15.16.01,1379099761026,1261148,0,prediction,0.0,0.0,12.0,64.0,0.0,NO
15.16.01,1379099761073,1261195,0,prediction,0.0,0.0,12.0,60.0,0.0,NO
15.16.01,1379099761182,1261304,0,prediction,0.0,0.0,12.0,56.00000000000001,0.0,NO
15.16.01,1379099761885,1262007,0,prediction,0.0,0.0,12.5,54.166666666666664,0.0,NO
15.16.04,1379099764260,1264382,0,prediction,0.0,0.0,12.5,54.166666666666664,0.0,NO
15.16.08,1379099768120,1268242,0,prediction,0.0,0.0,12.5,54.166666666666664,0.0,NO
15.16.10,1379099770073,1270195,0,prediction,0.0,0.0,12.5,50.0,0.0,NO
15.16.10,1379099770073,1270195,0,prediction,0.0,0.0,12.5,45.83333333333333,0.0,NO
15.16.11,1379099771791,1271913,0,prediction,0.0,0.0,13.043478260869565,43.47826086956522,0.0,NO
15.16.11,1379099771807,1271929,0,prediction,0.0,0.0,9.090909090909092,45.45454545454545,0.0,NO
15.16.11,1379099771807,1271929,0,prediction,0.0,0.0,9.523809523809524,47.61904761904761,0.0,NO
15.16.11,1379099771823,1271945,0,prediction,0.0,0.0,10.0,50.0,0.0,NO
15.16.11,1379099771854,1271976,0,prediction,0.0,0.0,10.526315789473683,47.368421052631575,0.0,NO
15.16.12,1379099772120,1272242,0,prediction,0.0,0.0,10.526315789473683,42.10526315789473,0.0,NO
15.16.13,1379099773104,1273226,0,prediction,0.0,0.0,5.555555555555555,44.44444444444444,0.0,NO
15.16.13,1379099773198,1273320,0,prediction,0.0,0.0,5.555555555555555,44.44444444444444,0.0,NO
15.16.13,1379099773198,1273320,0,prediction,0.0,0.0,5.555555555555555,38.88888888888889,0.0,NO
15.16.14,1379099774541,1274663,0,prediction,0.0,0.0,5.88235294117647,35.294117647058826,0.0,NO
15.16.14,1379099774541,1274663,0,prediction,0.0,0.0,5.88235294117647,29.411764705882355,0.0,NO
15.16.14,1379099774541,1274663,0,prediction,0.0,0.0,5.88235294117647,23.52941176470588,0.0,NO
15.16.14,1379099774541,1274663,0,prediction,0.0,0.0,6.25,18.75,0.0,NO
15.16.14,1379099774729,1274851,0,prediction,0.0,0.0,6.25,12.5,0.0,NO
15.16.16,1379099776745,1276867,0,prediction,0.0,0.0,0.0,13.333333333333334,0.0,NO
15.16.16,1379099776745,1276867,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.16.17,1379099777323,1277445,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.16.17,1379099777323,1277445,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.16.17,1379099777323,1277445,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.16.19,1379099779323,1279445,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.16.19,1379099779713,1279835,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.16.24,1379099784510,1284632,0,prediction,0.0,0.0,0.0,8.333333333333332,0.0,NO
15.16.26,1379099786323,1286445,0,prediction,0.0,0.0,0.0,8.333333333333332,0.0,NO
15.16.26,1379099786526,1286648,0,prediction,0.0,0.0,0.0,8.333333333333332,0.0,NO
15.16.28,1379099788916,1289038,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.16.29,1379099789041,1289163,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.16.29,1379099789838,1289960,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.16.30,1379099790916,1291038,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.16.34,1379099794760,1294882,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.16.37,1379099797385,1297507,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.16.37,1379099797401,1297523,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.16.38,1379099798057,1298179,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.16.38,1379099798057,1298179,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.16.38,1379099798198,1298320,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.16.39,1379099799604,1299726,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.16.39,1379099799604,1299726,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.16.39,1379099799791,1299913,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.16.40,1379099800385,1300507,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.16.40,1379099800385,1300507,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.16.40,1379099800401,1300523,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.16.40,1379099800401,1300523,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.16.41,1379099801104,1301226,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.16.41,1379099801885,1302007,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.16.41,1379099801885,1302007,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.16.42,1379099802447,1302569,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.16.42,1379099802432,1302554,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.16.42,1379099802463,1302585,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.16.42,1379099802463,1302585,0,prediction,0.0,0.0,0.0,23.076923076923077,0.0,NO
15.16.43,1379099803182,1303304,0,prediction,0.0,0.0,0.0,23.076923076923077,0.0,NO
15.16.44,1379099804338,1304460,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.16.44,1379099804447,1304569,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.16.44,1379099804979,1305101,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.16.44,1379099804994,1305116,0,prediction,0.0,0.0,0.0,11.11111111111111,0.0,NO
15.16.44,1379099804994,1305116,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.16.45,1379099805307,1305429,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.16.45,1379099805322,1305444,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.16.45,1379099805994,1306116,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.16.46,1379099806010,1306132,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.16.49,1379099809166,1309288,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.16.50,1379099810322,1310444,0,prediction,0.0,0.0,0.0,11.11111111111111,0.0,NO
15.17.02,1379099822119,1322241,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.17.05,1379099825072,1325194,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.17.06,1379099826541,1326663,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.17.07,1379099827807,1327929,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.17.08,1379099828869,1328991,0,prediction,0.0,0.0,0.0,27.27272727272727,0.0,NO
15.17.09,1379099829229,1329351,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.17.09,1379099829244,1329366,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.17.09,1379099829338,1329460,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.17.09,1379099829416,1329538,0,prediction,0.0,0.0,0.0,36.36363636363637,0.0,NO
15.17.09,1379099829619,1329741,0,prediction,0.0,0.0,0.0,36.36363636363637,0.0,NO
15.17.09,1379099829963,1330085,0,prediction,0.0,0.0,0.0,36.36363636363637,0.0,NO
15.17.10,1379099830275,1330397,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.17.11,1379099831135,1331257,0,prediction,0.0,0.0,0.0,30.76923076923077,0.0,NO
15.17.12,1379099832510,1332632,0,prediction,0.0,0.0,0.0,30.76923076923077,0.0,NO
15.17.12,1379099832682,1332804,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.17.13,1379099833994,1334116,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.17.13,1379099833994,1334116,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.14,1379099834135,1334257,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.17.15,1379099835072,1335194,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.17.15,1379099835072,1335194,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.15,1379099835229,1335351,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.16,1379099836088,1336210,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.16,1379099836416,1336538,0,prediction,0.0,0.0,0.0,29.411764705882355,0.0,NO
15.17.27,1379099847525,1347647,0,prediction,0.0,0.0,0.0,35.294117647058826,0.0,NO
15.17.29,1379099849353,1349475,0,prediction,0.0,0.0,0.0,29.411764705882355,0.0,NO
15.17.30,1379099850197,1350319,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.17.30,1379099850197,1350319,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.17.31,1379099851510,1351632,0,prediction,0.0,0.0,0.0,23.52941176470588,0.0,NO
15.17.31,1379099851635,1351757,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.31,1379099851635,1351757,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.17.33,1379099853682,1353804,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.17.33,1379099853682,1353804,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.17.34,1379099854666,1354788,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.17.34,1379099854666,1354788,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.17.34,1379099854666,1354788,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.17.35,1379099855822,1355944,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.17.35,1379099855838,1355960,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.17.36,1379099856697,1356819,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.17.36,1379099856697,1356819,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.17.36,1379099856697,1356819,0,prediction,0.0,0.0,0.0,22.22222222222222,0.0,NO
15.17.37,1379099857619,1357741,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.37,1379099857666,1357788,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.37,1379099857853,1357975,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.38,1379099858244,1358366,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.38,1379099858260,1358382,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.39,1379099859822,1359944,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.17.39,1379099859853,1359975,0,prediction,0.0,0.0,0.0,22.22222222222222,0.0,NO
15.17.39,1379099859978,1360100,0,prediction,0.0,0.0,0.0,11.11111111111111,0.0,NO
15.17.40,1379099860728,1360850,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.17.40,1379099860869,1360991,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.17.41,1379099861275,1361397,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.17.43,1379099863103,1363225,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.17.44,1379099864494,1364616,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.17.44,1379099864525,1364647,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.17.45,1379099865385,1365507,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.17.46,1379099866088,1366210,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.17.46,1379099866916,1367038,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
