@Relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@Attribute editOrInsertPercentage numeric
@Attribute debugPercentage numeric
@Attribute navigationPercentage numeric
@Attribute focusPercentage numeric
@Attribute removePercentage numeric
@Attribute stuck {YES,NO}

@data
36.84210526315789,63.1578947368421,0.0,0.0,0.0,NO
37.5,62.5,0.0,0.0,0.0,NO
33.33333333333333,66.66666666666666,0.0,0.0,0.0,NO
12.5,75.0,0.0,12.5,0.0,NO
35.714285714285715,35.714285714285715,0.0,28.57142857142857,0.0,NO
47.05882352941176,52.94117647058824,0.0,0.0,0.0,NO
25.0,62.5,0.0,12.5,0.0,NO
31.25,62.5,0.0,0.0,6.25,NO
29.411764705882355,58.82352941176471,0.0,0.0,11.76470588235294,NO
25.0,75.0,0.0,0.0,0.0,NO
21.052631578947366,52.63157894736842,0.0,21.052631578947366,5.263157894736842,NO
18.181818181818183,81.81818181818183,0.0,0.0,0.0,NO
15.384615384615385,76.92307692307693,0.0,0.0,7.6923076923076925,NO
5.555555555555555,61.111111111111114,0.0,27.77777777777778,5.555555555555555,NO
25.0,68.75,0.0,6.25,0.0,NO
75.0,25.0,0.0,0.0,0.0,NO
16.666666666666664,72.22222222222221,0.0,11.11111111111111,0.0,NO
52.94117647058824,35.294117647058826,0.0,0.0,11.76470588235294,NO
62.5,37.5,0.0,0.0,0.0,NO
69.23076923076923,30.76923076923077,0.0,0.0,0.0,NO
44.44444444444444,55.55555555555556,0.0,0.0,0.0,NO
73.33333333333333,26.666666666666668,0.0,0.0,0.0,NO
35.294117647058826,52.94117647058824,0.0,0.0,11.76470588235294,NO
18.75,56.25,0.0,0.0,25.0,NO
21.428571428571427,71.42857142857143,0.0,0.0,7.142857142857142,NO
18.75,68.75,0.0,12.5,0.0,NO
26.666666666666668,66.66666666666666,0.0,0.0,6.666666666666667,NO
26.666666666666668,33.33333333333333,13.333333333333334,26.666666666666668,0.0,NO
64.70588235294117,35.294117647058826,0.0,0.0,0.0,NO
33.33333333333333,40.0,0.0,0.0,26.666666666666668,NO
33.33333333333333,46.666666666666664,0.0,0.0,20.0,NO
11.76470588235294,70.58823529411765,0.0,5.88235294117647,11.76470588235294,NO
50.0,44.44444444444444,0.0,5.555555555555555,0.0,NO
31.25,50.0,0.0,0.0,18.75,NO
20.0,60.0,0.0,0.0,20.0,NO
0.0,57.14285714285714,14.285714285714285,28.57142857142857,0.0,NO
0.0,0.0,0.0,0.0,0.0,NO
40.0,0.0,6.666666666666667,40.0,13.333333333333334,NO
42.857142857142854,0.0,0.0,0.0,57.14285714285714,NO
90.9090909090909,0.0,0.0,0.0,9.090909090909092,NO
17.647058823529413,0.0,0.0,76.47058823529412,5.88235294117647,NO
0.0,0.0,11.76470588235294,88.23529411764706,0.0,YES
6.25,0.0,6.25,87.5,0.0,NO
33.33333333333333,6.666666666666667,0.0,53.333333333333336,6.666666666666667,NO
57.14285714285714,35.714285714285715,0.0,0.0,7.142857142857142,NO
58.82352941176471,23.52941176470588,0.0,11.76470588235294,5.88235294117647,NO
57.14285714285714,0.0,14.285714285714285,28.57142857142857,0.0,NO
44.44444444444444,27.77777777777778,0.0,22.22222222222222,5.555555555555555,NO
57.14285714285714,21.428571428571427,0.0,14.285714285714285,7.142857142857142,NO
31.25,18.75,6.25,37.5,6.25,NO
45.45454545454545,18.181818181818183,9.090909090909092,18.181818181818183,9.090909090909092,NO
44.44444444444444,55.55555555555556,0.0,0.0,0.0,NO
53.84615384615385,15.384615384615385,7.6923076923076925,15.384615384615385,7.6923076923076925,NO
53.333333333333336,46.666666666666664,0.0,0.0,0.0,NO
29.411764705882355,58.82352941176471,0.0,11.76470588235294,0.0,NO
22.22222222222222,55.55555555555556,0.0,22.22222222222222,0.0,NO
44.44444444444444,50.0,0.0,0.0,5.555555555555555,NO
25.0,43.75,0.0,25.0,6.25,NO
13.333333333333334,33.33333333333333,0.0,46.666666666666664,6.666666666666667,NO
31.25,56.25,0.0,6.25,6.25,NO
27.77777777777778,55.55555555555556,0.0,16.666666666666664,0.0,NO
33.33333333333333,20.0,20.0,20.0,6.666666666666667,NO
26.666666666666668,66.66666666666666,0.0,0.0,6.666666666666667,NO
27.77777777777778,61.111111111111114,0.0,11.11111111111111,0.0,NO
13.333333333333334,60.0,0.0,13.333333333333334,13.333333333333334,NO
25.0,68.75,0.0,0.0,6.25,NO
53.333333333333336,46.666666666666664,0.0,0.0,0.0,NO
46.666666666666664,53.333333333333336,0.0,0.0,0.0,NO
62.5,37.5,0.0,0.0,0.0,NO
55.00000000000001,35.0,0.0,0.0,10.0,NO
68.75,31.25,0.0,0.0,0.0,NO
33.33333333333333,66.66666666666666,0.0,0.0,0.0,NO
62.5,25.0,0.0,12.5,0.0,NO
25.0,68.75,0.0,0.0,6.25,NO
23.52941176470588,64.70588235294117,0.0,11.76470588235294,0.0,NO
35.294117647058826,47.05882352941176,5.88235294117647,11.76470588235294,0.0,NO
46.15384615384615,38.46153846153847,7.6923076923076925,0.0,7.6923076923076925,NO
27.77777777777778,72.22222222222221,0.0,0.0,0.0,NO
29.411764705882355,64.70588235294117,0.0,0.0,5.88235294117647,NO
21.052631578947366,73.68421052631578,0.0,0.0,5.263157894736842,NO
35.294117647058826,58.82352941176471,0.0,0.0,5.88235294117647,NO
42.857142857142854,42.857142857142854,7.142857142857142,0.0,7.142857142857142,NO
26.666666666666668,13.333333333333334,0.0,40.0,20.0,NO
25.0,60.0,0.0,15.0,0.0,NO
37.5,50.0,0.0,6.25,6.25,NO
29.411764705882355,47.05882352941176,0.0,11.76470588235294,11.76470588235294,NO
35.294117647058826,47.05882352941176,0.0,11.76470588235294,5.88235294117647,NO
29.411764705882355,64.70588235294117,0.0,5.88235294117647,0.0,NO
16.666666666666664,33.33333333333333,8.333333333333332,8.333333333333332,33.33333333333333,NO
6.25,56.25,6.25,25.0,6.25,YES
44.44444444444444,22.22222222222222,5.555555555555555,27.77777777777778,0.0,NO
11.11111111111111,33.33333333333333,16.666666666666664,38.88888888888889,0.0,NO
0.0,90.0,0.0,10.0,0.0,NO
0.0,81.25,6.25,12.5,0.0,NO
0.0,94.73684210526315,5.263157894736842,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,NO
15.789473684210526,0.0,5.263157894736842,73.68421052631578,5.263157894736842,NO
53.84615384615385,0.0,0.0,46.15384615384615,0.0,NO
100.0,0.0,0.0,0.0,0.0,NO
100.0,0.0,0.0,0.0,0.0,NO
100.0,0.0,0.0,0.0,0.0,NO
100.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,100.0,0.0,NO
6.25,0.0,12.5,75.0,6.25,YES
6.666666666666667,0.0,6.666666666666667,86.66666666666667,0.0,NO
26.31578947368421,68.42105263157895,0.0,5.263157894736842,0.0,NO
29.411764705882355,41.17647058823529,0.0,23.52941176470588,5.88235294117647,NO
29.411764705882355,58.82352941176471,0.0,5.88235294117647,5.88235294117647,NO
16.666666666666664,66.66666666666666,0.0,5.555555555555555,11.11111111111111,NO
26.31578947368421,68.42105263157895,0.0,0.0,5.263157894736842,NO
15.789473684210526,73.68421052631578,0.0,10.526315789473683,0.0,NO
12.5,81.25,0.0,0.0,6.25,NO
13.333333333333334,80.0,0.0,0.0,6.666666666666667,NO
29.411764705882355,58.82352941176471,0.0,11.76470588235294,0.0,YES
0.0,22.22222222222222,11.11111111111111,66.66666666666666,0.0,NO
40.0,40.0,6.666666666666667,13.333333333333334,0.0,NO
27.77777777777778,72.22222222222221,0.0,0.0,0.0,NO
25.0,56.25,6.25,12.5,0.0,NO
47.368421052631575,36.84210526315789,0.0,10.526315789473683,5.263157894736842,NO
50.0,50.0,0.0,0.0,0.0,NO
20.0,80.0,0.0,0.0,0.0,NO
10.0,90.0,0.0,0.0,0.0,NO
15.789473684210526,84.21052631578947,0.0,0.0,0.0,NO
21.052631578947366,68.42105263157895,0.0,0.0,10.526315789473683,NO
21.052631578947366,78.94736842105263,0.0,0.0,0.0,NO
10.0,90.0,0.0,0.0,0.0,NO
20.0,80.0,0.0,0.0,0.0,NO
10.0,90.0,0.0,0.0,0.0,NO
21.052631578947366,78.94736842105263,0.0,0.0,0.0,NO
20.0,80.0,0.0,0.0,0.0,NO
10.526315789473683,84.21052631578947,0.0,0.0,5.263157894736842,NO
0.0,94.73684210526315,0.0,0.0,5.263157894736842,NO
10.526315789473683,84.21052631578947,0.0,0.0,5.263157894736842,NO
10.526315789473683,84.21052631578947,0.0,0.0,5.263157894736842,NO
10.0,90.0,0.0,0.0,0.0,NO
15.789473684210526,84.21052631578947,0.0,0.0,0.0,NO
21.052631578947366,78.94736842105263,0.0,0.0,0.0,NO
10.0,90.0,0.0,0.0,0.0,NO
10.0,90.0,0.0,0.0,0.0,NO
10.526315789473683,89.47368421052632,0.0,0.0,0.0,NO
21.052631578947366,78.94736842105263,0.0,0.0,0.0,NO
25.0,75.0,0.0,0.0,0.0,NO
15.0,85.0,0.0,0.0,0.0,NO
5.555555555555555,88.88888888888889,0.0,0.0,5.555555555555555,NO
31.57894736842105,68.42105263157895,0.0,0.0,0.0,NO
15.0,85.0,0.0,0.0,0.0,NO
11.76470588235294,88.23529411764706,0.0,0.0,0.0,NO
71.42857142857143,7.142857142857142,7.142857142857142,0.0,14.285714285714285,NO
25.0,75.0,0.0,0.0,0.0,NO
22.22222222222222,66.66666666666666,0.0,0.0,11.11111111111111,NO
15.789473684210526,78.94736842105263,0.0,0.0,5.263157894736842,NO
52.94117647058824,47.05882352941176,0.0,0.0,0.0,NO
21.428571428571427,64.28571428571429,0.0,0.0,14.285714285714285,NO
0.0,100.0,0.0,0.0,0.0,NO
5.263157894736842,94.73684210526315,0.0,0.0,0.0,NO
10.0,85.0,0.0,0.0,5.0,NO
10.526315789473683,89.47368421052632,0.0,0.0,0.0,NO
5.0,95.0,0.0,0.0,0.0,NO
15.0,85.0,0.0,0.0,0.0,NO
5.0,95.0,0.0,0.0,0.0,NO
17.647058823529413,82.35294117647058,0.0,0.0,0.0,NO
5.263157894736842,94.73684210526315,0.0,0.0,0.0,NO
0.0,94.73684210526315,0.0,0.0,5.263157894736842,NO
31.57894736842105,63.1578947368421,0.0,0.0,5.263157894736842,NO
15.0,85.0,0.0,0.0,0.0,NO
15.0,85.0,0.0,0.0,0.0,NO
5.0,95.0,0.0,0.0,0.0,NO
10.526315789473683,84.21052631578947,0.0,0.0,5.263157894736842,NO
15.0,85.0,0.0,0.0,0.0,NO
13.333333333333334,80.0,6.666666666666667,0.0,0.0,NO
42.857142857142854,35.714285714285715,14.285714285714285,0.0,7.142857142857142,NO
40.0,46.666666666666664,0.0,0.0,13.333333333333334,NO
36.84210526315789,57.89473684210527,0.0,0.0,5.263157894736842,NO
15.0,85.0,0.0,0.0,0.0,NO
25.0,70.0,0.0,0.0,5.0,NO
31.25,62.5,0.0,0.0,6.25,NO
36.84210526315789,57.89473684210527,0.0,0.0,5.263157894736842,NO
26.31578947368421,73.68421052631578,0.0,0.0,0.0,NO
26.31578947368421,68.42105263157895,0.0,0.0,5.263157894736842,NO
26.31578947368421,68.42105263157895,0.0,0.0,5.263157894736842,NO
11.76470588235294,82.35294117647058,0.0,0.0,5.88235294117647,NO
10.526315789473683,89.47368421052632,0.0,0.0,0.0,NO
26.31578947368421,73.68421052631578,0.0,0.0,0.0,NO
22.22222222222222,72.22222222222221,0.0,0.0,5.555555555555555,NO
18.75,75.0,0.0,0.0,6.25,NO
15.789473684210526,73.68421052631578,0.0,0.0,10.526315789473683,NO
23.52941176470588,70.58823529411765,0.0,0.0,5.88235294117647,NO
21.052631578947366,78.94736842105263,0.0,0.0,0.0,NO
15.789473684210526,84.21052631578947,0.0,0.0,0.0,NO
35.294117647058826,64.70588235294117,0.0,0.0,0.0,NO
46.666666666666664,40.0,0.0,0.0,13.333333333333334,NO
35.294117647058826,58.82352941176471,0.0,0.0,5.88235294117647,NO
37.5,50.0,0.0,0.0,12.5,NO
33.33333333333333,66.66666666666666,0.0,0.0,0.0,NO
5.263157894736842,89.47368421052632,0.0,0.0,5.263157894736842,NO
15.789473684210526,78.94736842105263,0.0,0.0,5.263157894736842,NO
31.57894736842105,63.1578947368421,0.0,0.0,5.263157894736842,NO
10.526315789473683,89.47368421052632,0.0,0.0,0.0,NO
26.31578947368421,68.42105263157895,0.0,0.0,5.263157894736842,NO
17.647058823529413,70.58823529411765,0.0,0.0,11.76470588235294,NO
25.0,75.0,0.0,0.0,0.0,NO
33.33333333333333,60.0,0.0,0.0,6.666666666666667,NO
30.0,70.0,0.0,0.0,0.0,NO
47.05882352941176,52.94117647058824,0.0,0.0,0.0,NO
31.57894736842105,63.1578947368421,0.0,0.0,5.263157894736842,NO
41.17647058823529,52.94117647058824,0.0,0.0,5.88235294117647,NO
50.0,44.44444444444444,0.0,0.0,5.555555555555555,NO
44.44444444444444,55.55555555555556,0.0,0.0,0.0,NO
42.10526315789473,52.63157894736842,0.0,0.0,5.263157894736842,NO
31.57894736842105,68.42105263157895,0.0,0.0,0.0,NO
